generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,success,source_type,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,,26,CCOc1ccc2c(c1)OC(C(=O)O)=C(C(c1ccc(OC)cc1)n1c(=O)c3sc1nc3C)C2,True,3.879823684692383,0.9791038036346436,3.3902719020843506,3.4375102519989014,0.1889529675245285,3.3902719020843506,6.624109745025635,0.42278310656547546,,ga_mutation_crossover,CCOc1ccc2c(c1)OC(C(=O)O)=C(C(c1ccc(OC)cc1)n1c(=O)c3sc1nc3C)C2,True,0.88,pass,,478.52600000000024,99.88000000000001,1.0,8.0,9.0,4.174720000000002,7.0,5.0,34.0,9.0,0.5588235294117647,0.0,True,ok,0.9501385688781738,3.2500507831573486,3.329847812652588,0.31918850541114807,3.2500507831573486,7.390531063079834,1.0824302434921265,3.718555450439453,0.0,not_used,,3.658555450439453,False,d_ood_reencoded_high,1.0
final,,3,CCOc1ccc2c(c1)OC(C(=O)n1c(=O)c3sc1nc3C)=C(C(=O)c1ccc(OC)cc1)C2,True,3.8109662532806396,0.9402942061424255,3.3408191204071045,3.390101194381714,0.19712843000888824,3.3408191204071045,6.532562255859375,0.3439895808696747,,ga_mutation_crossover,CCOc1ccc2c(c1)OC(C(=O)n1c(=O)c3sc1nc3C)=C(C(=O)c1ccc(OC)cc1)C2,True,0.88,pass,,476.5100000000003,96.72000000000001,0.0,9.0,9.0,4.023820000000002,6.0,5.0,34.0,9.0,0.5588235294117647,0.0,True,ok,0.9898281097412109,3.2465782165527344,3.32654070854187,0.31984999775886536,3.2465782165527344,7.753506660461426,1.3948378562927246,3.7100484371185303,0.0,not_used,,3.65004843711853,False,d_ood_reencoded_high,2.0
final,,17,COC(CCNN=Cc1nc2[nH]c(=O)c1s2)OCC(=O)O,True,3.8722920417785645,0.9699998497962952,3.3872921466827393,3.445460557937622,0.23267321288585663,3.3872921466827393,6.4933905601501465,0.3102750778198242,,ga_mutation_crossover,COC(CCNN=Cc1nc2[nH]c(=O)c1s2)OCC(=O)O,True,1.0,pass,,314.3230000000001,125.90000000000002,3.0,8.0,11.0,-0.19029999999999997,9.0,2.0,21.0,10.0,0.3333333333333333,0.0,True,ok,0.9250798225402832,3.186290740966797,3.2864933013916016,0.40081024169921875,3.186290740966797,6.204179286956787,0.0613553561270237,3.6488306522369385,0.0,not_used,,3.6488306522369385,True,pass,4.0
final,,25,CC1=NC(=CC(=O)N(CC(=O)NN)N=C(C(N)=O)c2ccc(OCC(=O)O)cc2)CN1,True,3.9263079166412354,0.97420734167099,3.439204216003418,3.5103793144226074,0.28470075130462646,3.439204216003418,6.602160453796387,0.4038916826248169,,ga_mutation_crossover,CC1=NC(=CC(=O)N(CC(=O)NN)N=C(C(N)=O)c2ccc(OCC(=O)O)cc2)CN1,True,1.0,pass,,431.40900000000016,201.79999999999998,5.0,9.0,14.0,-1.936599999999995,9.0,2.0,31.0,13.0,0.1935483870967742,0.0,True,ok,0.9987599849700928,3.0681750774383545,3.11712384223938,0.19579482078552246,3.0681750774383545,7.500199794769287,1.1768203973770142,3.553473472595215,0.0,not_used,,3.553473472595215,False,d_ood_reencoded_high,6.0
final,,1,COc1ccc(C(=O)C2=C(C(=O)n3c(=O)c4sc3nc4C)Oc3cc(OC(C)=NN)ccc3C2)cc1,True,3.9592373371124268,0.9785236120223999,3.469975471496582,3.5363399982452393,0.2654581367969513,3.469975471496582,6.580140590667725,0.3849395215511322,,ga_mutation_crossover,COc1ccc(C(=O)C2=C(C(=O)n3c(=O)c4sc3nc4C)Oc3cc(OC(C)=NN)ccc3C2)cc1,True,1.0,pass,,504.5240000000003,135.10000000000002,1.0,11.0,12.0,3.2960200000000013,5.0,5.0,36.0,11.0,0.5277777777777778,0.0,True,ok,0.9999059438705444,3.076986074447632,3.135244369506836,0.23303304612636566,3.076986074447632,7.693098545074463,1.3428454399108887,3.549635887145996,0.0,not_used,,3.549635887145996,False,d_ood_reencoded_high,7.0
final,,5,COC(=O)C=C(C)N=CN1C(=O)n2[nH]c(=O)c(c2=CC=C(C)C(C)=O)=C1N,True,3.743757486343384,0.6126865744590759,3.5872650146484375,3.6612040996551514,0.295756071805954,3.5,6.081625938415527,0.0,,ga_mutation_crossover,COC(=O)C=C(C)N=CN1C(=O)n2[nH]c(=O)c(c2=CC=C(C)C(C)=O)=C1N,True,1.0,pass,,373.36900000000014,139.85,2.0,8.0,10.0,-1.094599999999998,5.0,2.0,27.0,10.0,0.18518518518518517,0.0,True,ok,0.9863411784172058,3.0514369010925293,3.149397850036621,0.3918440341949463,3.0514369010925293,6.000625133514404,0.0,3.544607400894165,0.0,not_used,,3.544607400894165,True,pass,8.0
final,,27,CC=C(C)C(=O)C=CCOCc1nc2sc1c(=O)n2C(=O)CO,True,3.7618424892425537,0.9918845891952515,3.265900135040283,3.324063539505005,0.23265349864959717,3.265900135040283,6.705288887023926,0.4926527440547943,,ga_mutation_crossover,CC=C(C)C(=O)C=CCOCc1nc2sc1c(=O)n2C(=O)CO,True,1.0,pass,,336.3690000000001,98.49,1.0,8.0,9.0,1.1363999999999999,7.0,2.0,23.0,8.0,0.30434782608695654,0.0,True,ok,0.7825360298156738,2.893296003341675,2.9590413570404053,0.2629815936088562,2.893296003341675,6.733039855957031,0.516537606716156,3.2705929279327393,0.0,not_used,,3.2705929279327393,False,p_sweet_reencoded_low,11.0
final,,7,COc1ccc(C(=O)C(Cc2ccccc2)=C(C=O)OC(=O)C(I)=C2CNC(C)=N2)cc1,True,3.9146337509155273,0.9570332765579224,3.436117172241211,3.491403102874756,0.22114348411560059,3.436117172241211,6.445008754730225,0.2686336040496826,,ga_mutation_crossover,COc1ccc(C(=O)C(Cc2ccccc2)=C(C=O)OC(=O)C(I)=C2CNC(C)=N2)cc1,True,0.88,pass,,544.3450000000001,94.06000000000002,1.0,7.0,8.0,3.785000000000002,8.0,3.0,32.0,8.0,0.375,1.0,True,ok,0.9998536109924316,2.862020969390869,2.9344959259033203,0.2898995876312256,2.862020969390869,7.926558017730713,1.5437804460525513,3.3186426162719727,0.0,not_used,,3.2586426162719726,False,d_ood_reencoded_high,12.0
final,,2,CCOc1ccc2c(c1)OC(C(=O)O)=C1C2=C(C)NC1(c1ccc(OC)cc1)n1c(=O)c2sc1nc2C,True,3.9362635612487793,0.9722317457199097,3.4501476287841797,3.5110678672790527,0.24368108808994293,3.4501476287841797,6.522831916809082,0.3356148302555084,,ga_mutation_crossover,CCOc1ccc2c(c1)OC(C(=O)O)=C1C2=C(C)NC1(c1ccc(OC)cc1)n1c(=O)c2sc1nc2C,True,0.88,pass,,517.5630000000002,111.91000000000001,2.0,9.0,11.0,4.078120000000002,6.0,6.0,37.0,10.0,0.5135135135135135,0.0,True,ok,0.894396960735321,2.779975175857544,2.8774142265319824,0.38975638151168823,2.779975175857544,8.789072036743164,2.286133050918579,3.1247496604919434,0.0,not_used,,3.0647496604919433,False,d_ood_reencoded_high,14.0
final,,16,CCOc1ccc2c(c1)OC(C(=O)O)=C(Cc1ccc(OC)cc1)C2n1c(=O)c2sc1nc2C,True,3.913137197494507,0.9663295149803162,3.4299724102020264,3.487107753753662,0.22854094207286835,3.4299724102020264,6.5340986251831055,0.3453119099140167,,ga_mutation_crossover,CCOc1ccc2c(c1)OC(C(=O)O)=C(Cc1ccc(OC)cc1)C2n1c(=O)c2sc1nc2C,True,0.88,pass,,478.5260000000002,99.88000000000001,1.0,8.0,9.0,4.174720000000002,7.0,5.0,34.0,9.0,0.5588235294117647,0.0,True,ok,0.5943292379379272,2.7366230487823486,2.8301467895507812,0.37409478425979614,2.7366230487823486,7.072522163391113,0.8087248206138611,2.869251012802124,0.0,not_used,,2.809251012802124,False,p_sweet_reencoded_low,16.0
