generation,rank,idx,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,docking_score,docking_score_std,gated_base_score,success,source_type,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,docking_score_reencoded,docking_score_std_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,,12,CC1C2(OC3OC(CO)C(O)C(O)C3O)OC(=O)C3(C2C)C12OC(C)C3(O)C(O)O2,True,10.715353012084961,0.9999159574508667,2.5394935607910156,2.5394935607910156,0.1982477754354477,2.5394935607910156,5.682415962219238,0.0,10.215394973754883,0.4832102954387665,3.0394515991210938,,ga_mutation_crossover,CC1C2(OC3OC(CO)C(O)C(O)C3O)OC(=O)C3(C2C)C12OC(C)C3(O)C(O)O2,True,0.88,pass,,434.39400000000023,184.59999999999997,6.0,12.0,18.0,-3.477099999999996,3.0,5.0,30.0,12.0,0.0,0.0,True,ok,0.9999586343765259,0.903746485710144,0.903746485710144,0.2805165648460388,0.903746485710144,7.148357391357422,0.9339794516563416,10.850408554077148,0.6374744176864624,11.350387573242188,0.0,not_used,,11.290387573242187,False,pred_logsw_reencoded_low,1.0
final,,25,NC(=O)C1(N)C(O)(OC2OC(CO)C(O)C(O)C2O)OC(O)C12CNC(=O)O2,True,10.874485969543457,0.9998984336853027,2.5272223949432373,2.5272223949432373,0.27530619502067566,2.5272223949432373,5.537893772125244,0.0,10.374536514282227,0.2787628769874573,3.0271716117858887,,ga_mutation_crossover,NC(=O)C1(N)C(O)(OC2OC(CO)C(O)C(O)C2O)OC(O)C12CNC(=O)O2,True,0.7000000000000001,pass,,411.32000000000016,256.50999999999993,9.0,13.0,22.0,-6.540999999999993,4.0,3.0,28.0,15.0,0.0,0.0,True,ok,0.9994032382965088,1.120847463607788,1.120847463607788,0.34333914518356323,1.120847463607788,6.046638488769531,0.0,10.556228637695312,0.45615991950035095,11.055930137634277,0.0,not_used,,10.905930137634277,False,pred_logsw_reencoded_low,2.0
final,,6,CCOC1C(O)C(CO)OC2(OCC3OC(OC(CC)CC)C(O)C(O)C3O2)C1(O)O,True,10.720948219299316,0.999911904335022,2.5281670093536377,2.5281670093536377,0.19935272634029388,2.5281670093536377,5.61334228515625,0.0,10.220992088317871,0.4593963325023651,3.028122901916504,,ga_mutation_crossover,CCOC1C(O)C(CO)OC2(OCC3OC(OC(CC)CC)C(O)C(O)C3O2)C1(O)O,True,1.0,pass,,454.46900000000016,176.76,6.0,12.0,18.0,-2.454499999999995,7.0,3.0,31.0,12.0,0.0,0.0,True,ok,0.9983318448066711,1.534950852394104,1.534950852394104,0.23182909190654755,1.534950852394104,6.920133113861084,0.7386122345924377,10.236034393310547,0.4822544753551483,10.735199928283691,0.0,not_used,,10.735199928283691,False,pred_logsw_reencoded_low,3.0
final,,7,O=C1OC(c2ccc(O)c(Cl)c2)C2C3OC(c4ccccc4C3OC3OC(CO)C(O)C(O)C3O)N12,True,10.630592346191406,0.99992835521698,2.5353777408599854,2.5353777408599854,0.20605258643627167,2.5353777408599854,5.720724582672119,0.0,10.13062858581543,0.478316068649292,3.03534197807312,,ga_mutation_crossover,O=C1OC(c2ccc(O)c(Cl)c2)C2C3OC(c4ccccc4C3OC3OC(CO)C(O)C(O)C3O)N12,True,1.0,pass,,521.9060000000002,158.38000000000002,5.0,10.0,15.0,0.8762999999999999,4.0,6.0,36.0,12.0,0.3333333333333333,1.0,True,ok,0.9480320811271667,2.404468059539795,2.404468059539795,0.2818271815776825,2.404468059539795,7.190339088439941,0.9699170589447021,10.00861930847168,0.38202840089797974,10.482635498046875,0.0,not_used,,10.482635498046875,False,pred_logsw_reencoded_low,4.0
final,,4,CCCC(C)C(O)(OCC)C(OC1OC(CO)C(O)C(O)C1O)C12Oc3ccc1cc3O2,True,10.782400131225586,0.9999312162399292,2.500593662261963,2.500593662261963,0.2295011281967163,2.500593662261963,5.6181817054748535,0.0,10.282434463500977,0.4658817648887634,3.0005593299865723,,ga_mutation_crossover,CCCC(C)C(O)(OCC)C(OC1OC(CO)C(O)C(O)C1O)C12Oc3ccc1cc3O2,True,1.0,pass,,456.48800000000017,147.29999999999998,5.0,10.0,15.0,-0.02939999999999987,10.0,5.0,32.0,10.0,0.1875,0.0,True,ok,0.9990919828414917,1.1268481016159058,1.1268481016159058,0.2720937430858612,1.1268481016159058,6.96560001373291,0.7775333523750305,9.908737182617188,0.29680147767066956,10.408283233642578,0.0,not_used,,10.408283233642578,False,pred_logsw_reencoded_low,5.0
final,,19,CC(=O)CC1c2cc(O)c(Cl)c(c2O)OC1(CF)OC1OC(CO)C(O)C(O)C1O,True,10.881818771362305,0.9999234676361084,2.506251335144043,2.506251335144043,0.20835401117801666,2.506251335144043,5.7126970291137695,0.0,10.381856918334961,0.5521898865699768,3.0062131881713867,,ga_mutation_crossover,CC(=O)CC1c2cc(O)c(Cl)c(c2O)OC1(CF)OC1OC(CO)C(O)C(O)C1O,True,1.0,pass,,452.8150000000001,166.14000000000001,6.0,10.0,16.0,-0.31140000000000045,6.0,3.0,30.0,12.0,0.2,2.0,True,ok,0.996634304523468,2.3595335483551025,2.3595335483551025,0.22808519005775452,2.3595335483551025,6.55083703994751,0.4224831759929657,9.906316757202148,0.4796052873134613,10.404633522033691,0.0,not_used,,10.404633522033691,False,pred_logsw_reencoded_low,6.0
final,,18,COC(=O)c1ccc(O)c(Oc2c(OC)cc(C)cc2OC2OC(CO)C(O)C(O)C2O)c1Cl,True,10.82010269165039,0.9999521970748901,2.636875867843628,2.636875867843628,0.16816891729831696,2.636875867843628,5.799875736236572,0.0,10.3201265335083,0.5483874678611755,3.1368520259857178,,ga_mutation_crossover,COC(=O)c1ccc(O)c(Oc2c(OC)cc(C)cc2OC2OC(CO)C(O)C(O)C2O)c1Cl,True,1.0,pass,,500.8840000000001,164.37,5.0,11.0,16.0,1.120219999999999,7.0,3.0,34.0,12.0,0.35294117647058826,1.0,True,ok,0.9924847483634949,1.8028895854949951,1.8028895854949951,0.3015860617160797,1.8028895854949951,5.381405830383301,0.0,9.758858680725098,0.18729817867279053,10.255101203918457,0.0,not_used,,10.255101203918457,False,pred_logsw_reencoded_low,7.0
final,,23,CCOc1cc(OC2OC3COC(CC)(CC)OC3C(O)C2O)cc2c(O)cc(C=O)nc12,True,10.781878471374512,0.9999645948410034,2.4912304878234863,2.4912304878234863,0.2060873657464981,2.4912304878234863,5.775587558746338,0.0,10.281896591186523,0.5558369755744934,2.991212844848633,,ga_mutation_crossover,CCOc1cc(OC2OC3COC(CC)(CC)OC3C(O)C2O)cc2c(O)cc(C=O)nc12,True,1.0,pass,,463.4830000000001,136.8,3.0,10.0,13.0,1.9087999999999996,7.0,4.0,33.0,10.0,0.30303030303030304,0.0,True,ok,0.037773266434669495,2.294781446456909,2.294781446456909,0.34687578678131104,2.294781446456909,7.077818870544434,0.8735962510108948,10.530569076538086,0.8162745833396912,9.859674453735352,0.0,not_used,,9.859674453735352,False,p_sweet_reencoded_low;pred_logsw_reencoded_low,8.0
final,,26,CCC(CC)OC1OC2COC3(OC(CO)C(O)C(OC)C3(O)O)OC2C(O)C1O,True,10.816475868225098,0.9999376535415649,2.564570188522339,2.564570188522339,0.16714109480381012,2.564570188522339,5.686896324157715,0.0,10.316507339477539,0.4911755919456482,3.0645389556884766,,ga_mutation_crossover,CCC(CC)OC1OC2COC3(OC(CO)C(O)C(OC)C3(O)O)OC2C(O)C1O,True,1.0,pass,,440.4420000000001,176.76,6.0,12.0,18.0,-2.844599999999995,6.0,3.0,30.0,12.0,0.0,0.0,True,ok,0.9998062252998352,1.6267296075820923,1.6267296075820923,0.28688499331474304,1.6267296075820923,5.532174587249756,0.0,9.27641773223877,0.5191222429275513,9.776320457458496,0.0,not_used,,9.776320457458496,False,pred_logsw_reencoded_low,9.0
final,,0,O=C1C=C(F)C2(OC3OC(CO)C(O)C(O)C3O)Oc3c(O)c(cc(O)c3Cl)C2C1,True,10.824666023254395,0.9999518394470215,2.5418219566345215,2.5418219566345215,0.20474110543727875,2.5418219566345215,5.758130073547363,0.0,10.324689865112305,0.5326794385910034,3.0417978763580322,,ga_mutation_crossover,O=C1C=C(F)C2(OC3OC(CO)C(O)C(O)C3O)Oc3c(O)c(cc(O)c3Cl)C2C1,True,1.0,pass,,448.78300000000024,166.14000000000001,6.0,10.0,16.0,-0.4337999999999995,3.0,4.0,30.0,12.0,0.2,2.0,True,ok,0.9898908138275146,2.1916613578796387,2.1916613578796387,0.1539667844772339,2.1916613578796387,7.019203186035156,0.8234193325042725,9.274767875671387,0.5730515122413635,9.769713401794434,0.0,not_used,,9.769713401794434,False,pred_logsw_reencoded_low,10.0
