generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,3,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N(Cc1ccco1)C(=O)CCC(=O)O,True,3.9062795639038086,0.9999821186065674,3.4062886238098145,3.500246524810791,0.37583160400390625,3.4062886238098145,5.396465301513672,0.0,COC(=O)C(Cc1ccccc1)N(Cc1ccco1)C(=O)CCC(=O)O,True,1.0,pass,,359.3780000000002,97.05,1,5,6,2.2573,9,2,26,7,0.4230769230769231,0,True,ok,0.9999423027038574,3.2604482173919678,3.3625552654266357,0.4084279537200928,3.2604482173919678,5.586365222930908,0.0,3.7604193687438965,0.0,not_used,,3.7604193687438965,True,pass,1
final,23,ga_mutation_crossover,COCCOc1ccccc1CCN(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,True,3.7022299766540527,0.9999799728393555,3.202239990234375,3.298591136932373,0.3854047954082489,3.202239990234375,5.463606834411621,0.0,COCCOc1ccccc1CCN(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,True,1.0,pass,,457.52300000000014,102.37000000000002,1,6,7,2.732000000000001,14,2,33,8,0.36363636363636365,0,True,ok,0.999901533126831,3.2187066078186035,3.3172428607940674,0.3941449820995331,3.2187066078186035,6.518313407897949,0.3317258059978485,3.7186574935913086,0.0,not_used,,3.7186574935913086,True,pass,2
final,25,ga_mutation_crossover,COC(=O)C1(Cc2ccccc2)NC(=O)C2(NC(=O)NC2C(=O)O)N1C(=O)C(N)CC(=O)O,True,3.766014337539673,0.9999631643295288,3.2660326957702637,3.375279664993286,0.43698740005493164,3.2660326957702637,5.512050151824951,0.0,COC(=O)C1(Cc2ccccc2)NC(=O)C2(NC(=O)NC2C(=O)O)N1C(=O)C(N)CC(=O)O,True,1.0,pass,,463.40300000000025,217.45999999999998,6,8,14,-2.678899999999996,7,3,33,14,0.18181818181818182,0,True,ok,0.9999626874923706,3.1425106525421143,3.275778293609619,0.53307044506073,3.1425106525421143,5.833141326904297,0.0,3.6424920558929443,0.0,not_used,,3.6424920558929443,True,pass,3
final,2,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N(Cc1ccco1)C(=O)CCC(=O)O,True,3.868013858795166,0.9999803304672241,3.368023633956909,3.4608237743377686,0.3712005019187927,3.368023633956909,5.3914794921875,0.0,COC(=O)C(Cc1ccccc1)N(Cc1ccco1)C(=O)CCC(=O)O,True,1.0,pass,,359.3780000000002,97.05,1,5,6,2.2573,9,2,26,7,0.4230769230769231,0,True,ok,0.9999552965164185,3.0550148487091064,3.114272117614746,0.23702864348888397,3.0550148487091064,5.242096900939941,0.0,3.554992437362671,0.0,not_used,,3.554992437362671,True,pass,4
final,1,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N(CC(Cc1ccccc1)c1ccccc1)C(=O)CCC(=O)O,True,3.874610424041748,0.9999797344207764,3.3746206760406494,3.469029664993286,0.3776356279850006,3.3746206760406494,5.374427318572998,0.0,COC(=O)C(Cc1ccccc1)N(CC(Cc1ccccc1)c1ccccc1)C(=O)CCC(=O)O,True,0.88,pass,,473.56900000000024,83.91,1,4,5,4.490600000000003,12,3,35,6,0.5142857142857142,0,True,ok,0.9998791217803955,2.9578330516815186,3.0833353996276855,0.5020098090171814,2.9578330516815186,6.374777793884277,0.20818689465522766,3.457772731781006,0.0,not_used,,3.397772731781006,True,pass,5
final,12,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N1CCN(C(C)=O)C1(C)c1ccccc1,True,3.8280274868011475,0.9999774694442749,3.3280386924743652,3.4193432331085205,0.3652185797691345,3.3280386924743652,5.317203998565674,0.0,COC(=O)C(Cc1ccccc1)N1CCN(C(C)=O)C1(C)c1ccccc1,True,1.0,pass,,366.46100000000007,49.85,0,4,4,2.8077000000000014,5,3,27,5,0.4444444444444444,0,True,ok,0.991603672504425,2.8870091438293457,2.9513320922851562,0.2572915852069855,2.8870091438293457,5.671026706695557,0.0,3.3828110694885254,0.0,not_used,,3.3828110694885254,True,pass,6
final,29,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N1CCN(C(C)=O)C1(C)c1ccccc1,True,3.838778495788574,0.9999803304672241,3.3387882709503174,3.435594081878662,0.38722294569015503,3.3387882709503174,5.368359565734863,0.0,COC(=O)C(Cc1ccccc1)N1CCN(C(C)=O)C1(C)c1ccccc1,True,1.0,pass,,366.46100000000007,49.85,0,4,4,2.8077000000000014,5,3,27,5,0.4444444444444444,0,True,ok,0.991603672504425,2.8870091438293457,2.9513320922851562,0.25729167461395264,2.8870091438293457,5.67102575302124,0.0,3.3828110694885254,0.0,not_used,,3.3828110694885254,True,pass,7
final,22,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)NCCN1CC(c2ccccc2)CC1=O,True,3.8130979537963867,0.9999759197235107,3.313109874725342,3.411139965057373,0.3921205997467041,3.313109874725342,5.461838722229004,0.0,COC(=O)C(Cc1ccccc1)NCCN1CC(c2ccccc2)CC1=O,True,1.0,pass,,366.4610000000001,58.64,1,4,5,2.3764000000000003,8,3,27,5,0.4444444444444444,0,True,ok,0.975540816783905,2.8945882320404053,2.9436702728271484,0.19632801413536072,2.8945882320404053,5.846066951751709,0.0,3.3823585510253906,0.0,not_used,,3.3823585510253906,True,pass,8
final,16,ga_mutation_crossover,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,True,3.8269145488739014,0.9999803304672241,3.3269243240356445,3.415660858154297,0.3549465537071228,3.3269243240356445,5.431279182434082,0.0,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,True,1.0,pass,,377.43700000000007,100.98,1,5,6,2.2218,12,1,27,7,0.2222222222222222,0,True,ok,0.9999854564666748,2.8141274452209473,2.9171600341796875,0.4121305048465729,2.8141274452209473,5.066399574279785,0.0,3.314120292663574,0.0,not_used,,3.314120292663574,True,pass,9
final,9,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N(CCC(C)c1ccccc1)C(=O)CCC(=O)O,True,3.866964340209961,0.9999699592590332,3.3669793605804443,3.4749889373779297,0.4320380389690399,3.3669793605804443,5.3975677490234375,0.0,COC(=O)C(Cc1ccccc1)N(CCC(C)c1ccccc1)C(=O)CCC(=O)O,True,0.88,pass,,411.49800000000016,83.91,1,4,5,3.6579000000000024,11,2,30,6,0.4,0,True,ok,0.9999219179153442,2.783508062362671,2.8587327003479004,0.3008987009525299,2.783508062362671,6.761404514312744,0.54095059633255,3.2834689617156982,0.0,not_used,,3.223468961715698,True,pass,10
final,5,ga_mutation_crossover,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,True,3.9325027465820312,0.9999682903289795,3.432518720626831,3.528730869293213,0.3848482668399811,3.432518720626831,5.38614559173584,0.0,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,True,1.0,pass,,407.3790000000002,176.32999999999998,4,7,11,-1.2978999999999963,8,2,29,11,0.20689655172413793,0,True,ok,0.9999792575836182,2.7140145301818848,2.798464298248291,0.3377995491027832,2.7140145301818848,5.4763617515563965,0.0,3.2140040397644043,0.0,not_used,,3.2140040397644043,True,pass,11
final,10,ga_mutation_crossover,COC(=O)CC(c1ccccc1)c1c(N)n(C)c(=O)n(CCc2ccc(F)cc2)c1=O,True,3.8512372970581055,0.9999746084213257,3.351249933242798,3.451124668121338,0.39949873089790344,3.351249933242798,5.403581619262695,0.0,COC(=O)CC(c1ccccc1)c1c(N)n(C)c(=O)n(CCc2ccc(F)cc2)c1=O,True,1.0,pass,,425.4600000000002,96.32,1,7,8,2.2059999999999995,7,3,31,8,0.5806451612903226,1,True,ok,0.9606004953384399,2.678948402404785,2.7923216819763184,0.45349347591400146,2.678948402404785,6.538397789001465,0.3490121364593506,3.1592485904693604,0.0,not_used,,3.1592485904693604,True,pass,12
final,27,ga_mutation_crossover,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,True,3.8245856761932373,0.9999814033508301,3.3245949745178223,3.4112319946289062,0.346547931432724,3.3245949745178223,5.414953231811523,0.0,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,True,1.0,pass,,331.28400000000005,116.24999999999999,2,5,7,-0.7001999999999979,3,4,24,9,0.25,0,True,ok,0.9998292922973633,2.62719464302063,2.7366244792938232,0.437719464302063,2.62719464302063,5.711304664611816,0.0,3.1271092891693115,0.0,not_used,,3.1271092891693115,True,pass,13
final,20,ga_mutation_crossover,COC(=O)C(Cc1ccccc1)N(C(=O)CCC(=O)O)c1cccc(C(F)(F)F)c1,True,3.8161003589630127,0.9999808073043823,3.3161098957061768,3.4082107543945312,0.3684030771255493,3.3161098957061768,5.391366958618164,0.0,COC(=O)C(Cc1ccccc1)N(C(=O)CCC(=O)O)c1cccc(C(F)(F)F)c1,True,0.88,pass,,423.38700000000006,83.91,1,4,5,3.6875000000000018,8,2,30,9,0.4,3,True,ok,0.999940037727356,2.601729154586792,2.680619478225708,0.3155609667301178,2.601729154586792,5.4629669189453125,0.0,3.101699113845825,0.0,not_used,,3.041699113845825,True,pass,15
