generation,idx,source_type,smiles,valid,score_ga,p_sweet,pred_logsw,pred_logsw_mean,pred_logsw_std,pred_logsw_clipped,d_ood,d_ood_norm,canonical_smiles,descriptor_ok,descriptor_score,descriptor_filter_reason,risk_flags,MolWt,TPSA,HBD,HBA,HBA_HBD_sum,LogP,RotB,RingCount,HeavyAtoms,HeteroAtoms,AromaticRatio,HalogenCount,reencode_ok,reencode_reason,p_sweet_reencoded,pred_logsw_reencoded,pred_logsw_mean_reencoded,pred_logsw_std_reencoded,pred_logsw_clipped_reencoded,d_ood_reencoded,d_ood_norm_reencoded,score_reencoded,llm_score,llm_decision,llm_reason,final_score,reliable_candidate,reliable_filter_reason,final_rank
final,16,ga_mutation_crossover,CC1=C2C(=O)N3C45C6CC7(OC8NC37C6C(=O)N84)C(=CC2=C2COP3(=O)COC2O3)N15,True,4.0672502517700195,0.997871994972229,3.5683140754699707,3.663492202758789,0.3807124197483063,3.5,6.278831481933594,0.12560735642910004,CC1=C2C(=O)N3C45C6CC7(OC8NC37C6C(=O)N84)C(=CC2=C2COP3(=O)COC2O3)N15,True,0.96,pass,,442.32400000000024,109.88000000000001,1,9,10,-0.33619999999999983,0,11,31,12,0.0,0,True,ok,0.9894932508468628,3.710266590118408,3.7893786430358887,0.3164485692977905,3.5,7.586612701416016,1.251194715499878,4.185009002685547,0.0,not_used,,4.165009002685547,False,d_ood_reencoded_high,1
final,13,ga_mutation_crossover,COP(=O)(O)C=C1CN2C(=O)C3=CN1CC2(c1ccc(Cl)cc1)N3,True,3.9954023361206055,0.9955114126205444,3.4976465702056885,3.6152701377868652,0.47049447894096375,3.4976465702056885,6.03409481048584,0.0,COP(=O)(O)C=C1CN2C(=O)C3=CN1CC2(c1ccc(Cl)cc1)N3,True,1.0,pass,,367.7289999999999,82.11,2,5,7,1.7684,3,4,24,9,0.25,1,True,ok,0.9967304468154907,3.555516242980957,3.6318984031677246,0.30552834272384644,3.5,6.712001800537109,0.498430460691452,4.053881645202637,0.0,not_used,,4.053881645202637,True,pass,2
final,22,ga_mutation_crossover,COC1(C(=O)Nc2ccc(P(=O)(O)O)cc2)C2C34NC1C(Cl)(N3C)C2(O)CO4,True,4.015373706817627,0.9973738193511963,3.5166866779327393,3.599503993988037,0.33126938343048096,3.5,6.256695747375488,0.10655547678470612,COC1(C(=O)Nc2ccc(P(=O)(O)O)cc2)C2C34NC1C(Cl)(N3C)C2(O)CO4,True,1.0,pass,,431.7690000000001,140.58999999999997,5,7,12,-1.2894999999999996,4,6,28,12,0.21428571428571427,1,True,ok,0.9869884252548218,3.501821279525757,3.5954318046569824,0.37444207072257996,3.5,7.283534049987793,0.9903395175933838,3.9953155517578125,0.0,not_used,,3.9953155517578125,True,pass,3
final,28,ga_mutation_crossover,CC1=CC(Cl)=P(OCP(=O)(O)O)(C23CC4NC(=N2)CN4C3)OC1,True,4.022629261016846,0.997306227684021,3.5239760875701904,3.621791124343872,0.3912605345249176,3.5,6.310561656951904,0.1529170423746109,CC1=CC(Cl)=P(OCP(=O)(O)O)(C23CC4NC(=N2)CN4C3)OC1,True,1.0,pass,,381.69300000000015,103.62,3,6,9,1.0744000000000002,4,5,23,11,0.0,1,True,ok,0.9021919965744019,3.5191521644592285,3.595396041870117,0.30497562885284424,3.5,7.01793909072876,0.7617459893226624,3.970248222351074,0.0,not_used,,3.970248222351074,True,pass,4
final,6,ga_mutation_crossover,O=C1N2CN3C4=C5C2=COC4=C2SC5N1C31Sc3cccc4[nH]c(=O)c(=O)n(c34)C21,True,3.990295886993408,0.9642617106437683,3.508165121078491,3.5885093212127686,0.32137686014175415,3.5,6.310060977935791,0.15248611569404602,O=C1N2CN3C4=C5C2=COC4=C2SC5N1C31Sc3cccc4[nH]c(=O)c(=O)n(c34)C21,True,0.96,pass,,435.44600000000014,90.88,1,8,9,1.4384999999999997,0,11,30,11,0.3333333333333333,0,True,ok,0.9965824484825134,3.4931869506835938,3.570314407348633,0.308509886264801,3.4931869506835938,8.365644454956055,1.9216954708099365,3.918076992034912,0.0,not_used,,3.898076992034912,False,d_ood_reencoded_high,5
final,17,ga_mutation_crossover,CNCC1CC(=O)N2C3=NN=C(OP(=O)(O)O)C2(c2ccc(Cl)c(OC)c2)N1C3,True,3.929684638977051,0.9988085031509399,3.4302804470062256,3.5086073875427246,0.31330785155296326,3.4302804470062256,6.375216007232666,0.20856405794620514,CNCC1CC(=O)N2C3=NN=C(OP(=O)(O)O)C2(c2ccc(Cl)c(OC)c2)N1C3,True,1.0,pass,,443.78400000000016,136.29000000000002,3,8,11,0.47220000000000073,5,4,29,13,0.20689655172413793,1,True,ok,0.9989263415336609,3.3490002155303955,3.4426560401916504,0.3746233880519867,3.3490002155303955,7.326381683349609,1.0272178649902344,3.8462958335876465,0.0,not_used,,3.8462958335876465,False,d_ood_reencoded_high,6
final,23,ga_mutation_crossover,COC(OC)C(=Nn1c(=O)n2cc1c(N(C)C)c2C)N(N)c1ccccc1,True,3.9029383659362793,0.9996798038482666,3.4030983448028564,3.5061287879943848,0.41212162375450134,3.4030983448028564,6.497689723968506,0.3139753043651581,COC(OC)C(=Nn1c(=O)n2cc1c(N(C)C)c2C)N(N)c1ccccc1,True,1.0,pass,,372.4290000000001,89.73,1,8,9,1.0740200000000004,6,3,27,9,0.48148148148148145,0,True,ok,0.7898765802383423,3.3510215282440186,3.5166244506835938,0.6624116897583008,3.3510215282440186,7.484070777893066,1.1629384756088257,3.7248849868774414,0.0,not_used,,3.7248849868774414,False,p_sweet_reencoded_low;d_ood_reencoded_high,7
final,2,ga_mutation_crossover,CCCNC(=O)C12CC3(CCNC3)OC(=O)C13OP(=O)(COC3Cl)O2,True,4.053879261016846,0.9908700585365295,3.5584442615509033,3.6523938179016113,0.37579867243766785,3.5,6.177654266357422,0.03852567449212074,CCCNC(=O)C12CC3(CCNC3)OC(=O)C13OP(=O)(COC3Cl)O2,True,1.0,pass,,394.74800000000005,112.19000000000003,2,8,10,0.4617000000000003,3,4,25,11,0.0,1,True,ok,0.8494310975074768,3.2408907413482666,3.376178026199341,0.5411493182182312,3.2408907413482666,6.603499412536621,0.4050441086292267,3.6656062602996826,0.0,not_used,,3.6656062602996826,True,pass,8
final,8,ga_mutation_crossover,O=C1C2CC3(CNC(C3)N2)N1CCC1(Cl)OCP(=O)(O)O1,True,4.068776607513428,0.9982302784919739,3.5696613788604736,3.6571884155273438,0.3501085042953491,3.5,6.243615627288818,0.09529761224985123,O=C1C2CC3(CNC(C3)N2)N1CCC1(Cl)OCP(=O)(O)O1,True,1.0,pass,,337.70000000000005,100.13000000000002,3,6,9,-0.27889999999999987,3,4,21,10,0.0,1,True,ok,0.7242740988731384,3.3052589893341064,3.440760374069214,0.542005717754364,3.3052589893341064,6.9398908615112305,0.6945710778236389,3.6068153381347656,0.0,not_used,,3.6068153381347656,False,p_sweet_reencoded_low,9
final,27,ga_mutation_crossover,CNC12C(=NN)NC34COP(=O)(O3)OC41C(OC)CN2c1ncc(OC)cn1,True,4.022531986236572,0.9948439598083496,3.5251100063323975,3.6188273429870605,0.37486889958381653,3.5,6.207406044006348,0.06413257867097855,CNC12C(=NN)NC34COP(=O)(O3)OC41C(OC)CN2c1ncc(OC)cn1,True,1.0,pass,,413.3310000000002,154.68,3,12,15,-1.2684999999999973,4,5,28,14,0.21428571428571427,0,True,ok,0.9990962743759155,3.1474735736846924,3.2578186988830566,0.44138073921203613,3.1474735736846924,7.906801700592041,1.5267765522003174,3.6050708293914795,0.0,not_used,,3.6050708293914795,False,d_ood_reencoded_high,10
